"","group","unique.id","org.site","river","latitude","longitude","st.yr","ed.yr","yr.ln","yr.num","origin","country","prov","dataset.id","distance_m","members","within_distance_type","n_in_river","max_yr_ln","n_max_ln","max_yr_num_tied","n_tied","site_sorting","tiebreaker_state","final_state"
"151",636,"ENG_062_MZB_LO_3381","157414","SCOUT DIKE",53.5375103673,-1.644327869,2010,2019,10,6,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",346.495056391998,"c(""ENG_062_MZB_LO_3097"", ""ENG_062_MZB_LO_3381"", ""ENG_062_MZB_LO_71"")","within_100m_to_1000m",3,18,2,11,1,"remove","remove","remove"
"152",641,"ENG_062_MZB_LO_3119","76557","HULL/WEST BECK",53.9909492143,-0.3884433546,2002,2018,17,13,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_3119"", ""ENG_062_MZB_LO_3120"", ""ENG_062_MZB_LO_3123"")","within_100m_to_1000m",3,22,1,21,1,"remove","remove","remove"
"153",641,"ENG_062_MZB_LO_3120","76558","HULL/WEST BECK",53.9940915698,-0.3975816644,2002,2018,17,13,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",671.128671636953,"c(""ENG_062_MZB_LO_3119"", ""ENG_062_MZB_LO_3120"", ""ENG_062_MZB_LO_3123"")","within_100m_to_1000m",3,22,1,21,1,"remove","remove","remove"
"154",655,"ENG_062_MZB_LO_3353","154810","EHEN",54.525156996,-3.4146312983,2010,2023,14,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",359.487328109166,"c(""ENG_062_MZB_LO_3149"", ""ENG_062_MZB_LO_3353"")","within_100m_to_1000m",2,22,1,16,1,"remove","remove","remove"
"155",659,"ENG_062_MZB_LO_558","8941","LYD",50.6428959887,-4.2611922906,2002,2012,11,8,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",886.131559501097,"c(""ENG_062_MZB_LO_3168"", ""ENG_062_MZB_LO_547"", ""ENG_062_MZB_LO_558"")","within_100m_to_1000m",2,17,1,10,1,"remove","remove","remove"
"156",662,"ENG_062_MZB_LO_3172","80977","SHREEN WATER",51.0906066586,-2.26409931,2002,2019,18,7,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_3171"", ""ENG_062_MZB_LO_3172"", ""ENG_062_MZB_LO_3173"", ""ENG_062_MZB_LO_3206"")","within_100m_to_1000m",3,23,1,14,1,"remove","remove","remove"
"157",662,"ENG_062_MZB_LO_3171","80976","SHREEN WATER",51.0932912108,-2.2698264553,2002,2019,18,8,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",482.99641753231,"c(""ENG_062_MZB_LO_3171"", ""ENG_062_MZB_LO_3172"", ""ENG_062_MZB_LO_3173"", ""ENG_062_MZB_LO_3206"")","within_100m_to_1000m",3,23,1,14,1,"remove","remove","remove"
"158",662,"ENG_062_MZB_LO_3206","86036","SHREEN WATER",51.0837832977,-2.2673155272,2002,2024,23,14,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",764.626523584683,"c(""ENG_062_MZB_LO_3171"", ""ENG_062_MZB_LO_3172"", ""ENG_062_MZB_LO_3173"", ""ENG_062_MZB_LO_3206"")","within_100m_to_1000m",3,23,1,14,1,"keep","keep","remove"
"159",670,"ENG_062_MZB_LO_3206","86036","SHREEN WATER",51.0837832977,-2.2673155272,2002,2024,23,14,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_3172"", ""ENG_062_MZB_LO_3206"", ""ENG_062_MZB_LO_515"")","within_100m_to_1000m",3,23,2,17,1,"remove","remove","remove"
"160",670,"ENG_062_MZB_LO_3172","80977","SHREEN WATER",51.0906066586,-2.26409931,2002,2019,18,7,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",764.626523584683,"c(""ENG_062_MZB_LO_3172"", ""ENG_062_MZB_LO_3206"", ""ENG_062_MZB_LO_515"")","within_100m_to_1000m",3,23,2,17,1,"remove","remove","remove"
"161",679,"ENG_062_MZB_LO_3246","97161","ASHOP",53.4018358223,-1.7926430738,2002,2024,23,23,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_1565"", ""ENG_062_MZB_LO_2104"", ""ENG_062_MZB_LO_3246"")","within_100m_to_1000m",2,23,2,23,1,"keep","keep","remove"
"162",679,"ENG_062_MZB_LO_2104","53803","ASHOP",53.4019908535,-1.7887769646,2002,2024,23,5,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",249.114665753329,"c(""ENG_062_MZB_LO_1565"", ""ENG_062_MZB_LO_2104"", ""ENG_062_MZB_LO_3246"")","within_100m_to_1000m",2,23,2,23,1,"remove","remove","remove"
"163",680,"ENG_062_MZB_LO_300","1631","WOOLER WATER",55.5603089454,-2.0040723356,2003,2019,17,8,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",411.794888764519,"c(""ENG_062_MZB_LO_294"", ""ENG_062_MZB_LO_300"", ""ENG_062_MZB_LO_3261"")","within_100m_to_1000m",2,19,1,13,1,"remove","remove","remove"
"164",702,"ENG_062_MZB_LO_3338","154136","HELTONDALE BECK",54.579928191,-2.7706985077,2009,2018,10,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_3336"", ""ENG_062_MZB_LO_3337"", ""ENG_062_MZB_LO_3338"", ""ENG_062_MZB_LO_3339"")","within_100m_to_1000m",4,13,1,13,1,"remove","remove","remove"
"165",702,"ENG_062_MZB_LO_3337","154135","HELTONDALE BECK",54.5775664768,-2.7816069924,2009,2018,10,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",728.484779233953,"c(""ENG_062_MZB_LO_3336"", ""ENG_062_MZB_LO_3337"", ""ENG_062_MZB_LO_3338"", ""ENG_062_MZB_LO_3339"")","within_100m_to_1000m",4,13,1,13,1,"remove","remove","remove"
"166",702,"ENG_062_MZB_LO_3339","154137","HELTONDALE BECK",54.5758918376,-2.7609536133,2009,2018,10,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",748.955830216593,"c(""ENG_062_MZB_LO_3336"", ""ENG_062_MZB_LO_3337"", ""ENG_062_MZB_LO_3338"", ""ENG_062_MZB_LO_3339"")","within_100m_to_1000m",4,13,1,13,1,"remove","remove","remove"
"167",705,"ENG_062_MZB_LO_3341","154139","HOWES BECK",54.5527975172,-2.762007457,2009,2018,10,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_2715"", ""ENG_062_MZB_LO_3323"", ""ENG_062_MZB_LO_3340"", ""ENG_062_MZB_LO_3341"")","within_100m_to_1000m",3,13,1,13,1,"remove","remove","remove"
"168",705,"ENG_062_MZB_LO_3323","153075","HOWES BECK",54.5564847328,-2.7501083007,2009,2018,10,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",844.288889417805,"c(""ENG_062_MZB_LO_2715"", ""ENG_062_MZB_LO_3323"", ""ENG_062_MZB_LO_3340"", ""ENG_062_MZB_LO_3341"")","within_100m_to_1000m",3,13,1,13,1,"remove","remove","remove"
"169",711,"ENG_062_MZB_LO_3390","158736","AVON (LS - ABOVE SOWE)",52.4114496177,-1.1348538171,2012,2021,10,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",799.503326648802,"c(""ENG_062_MZB_LO_3356"", ""ENG_062_MZB_LO_3390"")","within_100m_to_1000m",2,12,1,11,1,"remove","remove","remove"
"170",719,"ENG_062_MZB_LO_3383","157548","RUDYARD BROOK",53.1155244151,-2.0690417767,2011,2021,11,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",273.198422484868,"c(""ENG_062_MZB_LO_3382"", ""ENG_062_MZB_LO_3383"")","within_100m_to_1000m",2,13,1,11,1,"remove","remove","remove"
"171",724,"ENG_062_MZB_LO_3403","160147","LAMBOURN",51.4110535414,-1.3259513572,2011,2023,13,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_3403"", ""ENG_062_MZB_LO_3404"", ""ENG_062_MZB_LO_3405"")","within_100m_to_1000m",3,13,3,11,1,"remove","remove","remove"
"172",724,"ENG_062_MZB_LO_3404","160149","LAMBOURN",51.4119656709,-1.3282098419,2011,2023,13,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",180.632670896496,"c(""ENG_062_MZB_LO_3403"", ""ENG_062_MZB_LO_3404"", ""ENG_062_MZB_LO_3405"")","within_100m_to_1000m",3,13,3,11,1,"remove","remove","remove"
"173",727,"ENG_062_MZB_LO_3406","160159","NOE",53.370229917,-1.7814792928,2012,2023,12,6,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_3406"", ""ENG_062_MZB_LO_3407"")","within_100m_to_1000m",2,13,1,12,1,"remove","remove","remove"
"174",738,"ENG_062_MZB_LO_3430","178965","MIMRAM",51.8517521285,-0.2616329294,2014,2023,10,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_3430"", ""ENG_062_MZB_LO_916"", ""ENG_062_MZB_LO_929"")","within_100m_to_1000m",3,22,2,22,1,"remove","remove","remove"
"175",738,"ENG_062_MZB_LO_916","34111","MIMRAM",51.8567779025,-0.2640241226,2002,2023,22,21,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",563.004699168524,"c(""ENG_062_MZB_LO_3430"", ""ENG_062_MZB_LO_916"", ""ENG_062_MZB_LO_929"")","within_100m_to_1000m",3,22,2,22,1,"remove","remove","remove"
"176",740,"ENG_062_MZB_LO_3432","178970","MIMRAM",51.8263855623,-0.2071170145,2009,2024,16,13,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_3431"", ""ENG_062_MZB_LO_3432"", ""ENG_062_MZB_LO_845"", ""ENG_062_MZB_LO_858"")","within_100m_to_1000m",4,22,1,12,1,"remove","remove","remove"
"177",740,"ENG_062_MZB_LO_845","33407","MIMRAM",51.8299693543,-0.2151309783,2014,2023,10,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",658.028360245644,"c(""ENG_062_MZB_LO_3431"", ""ENG_062_MZB_LO_3432"", ""ENG_062_MZB_LO_845"", ""ENG_062_MZB_LO_858"")","within_100m_to_1000m",4,22,1,12,1,"remove","remove","remove"
"178",740,"ENG_062_MZB_LO_3431","178969","MIMRAM",51.8290989133,-0.2075607759,2009,2023,15,12,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",293.056752411592,"c(""ENG_062_MZB_LO_3431"", ""ENG_062_MZB_LO_3432"", ""ENG_062_MZB_LO_845"", ""ENG_062_MZB_LO_858"")","within_100m_to_1000m",4,22,1,12,1,"remove","remove","remove"
"179",741,"ENG_062_MZB_LO_3433","178972","MIMRAM",51.8186102451,-0.1967177792,2014,2023,10,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_3433"", ""ENG_062_MZB_LO_3434"", ""ENG_062_MZB_LO_858"")","within_100m_to_1000m",3,22,1,12,1,"remove","remove","remove"
"180",741,"ENG_062_MZB_LO_3434","178973","MIMRAM",51.8162660995,-0.183463056,2014,2023,10,10,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",917.950245963815,"c(""ENG_062_MZB_LO_3433"", ""ENG_062_MZB_LO_3434"", ""ENG_062_MZB_LO_858"")","within_100m_to_1000m",3,22,1,12,1,"remove","remove","remove"
"181",744,"ENG_062_MZB_LO_3437","178976","BEANE",51.8633194926,-0.1231810912,2014,2023,10,9,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_3436"", ""ENG_062_MZB_LO_3437"", ""ENG_062_MZB_LO_3438"", ""ENG_062_MZB_LO_893"", ""ENG_062_MZB_LO_894"", ""ENG_062_MZB_LO_981"")","within_100m_to_1000m",5,22,2,22,1,"remove","remove","remove"
"182",744,"ENG_062_MZB_LO_894","34019","BEANE",51.8683145431,-0.1285366367,2002,2023,22,19,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",644.237171698188,"c(""ENG_062_MZB_LO_3436"", ""ENG_062_MZB_LO_3437"", ""ENG_062_MZB_LO_3438"", ""ENG_062_MZB_LO_893"", ""ENG_062_MZB_LO_894"", ""ENG_062_MZB_LO_981"")","within_100m_to_1000m",5,22,2,22,1,"remove","remove","remove"
"183",744,"ENG_062_MZB_LO_3436","178975","BEANE",51.8712654929,-0.1286320857,2014,2023,10,7,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",927.664579475332,"c(""ENG_062_MZB_LO_3436"", ""ENG_062_MZB_LO_3437"", ""ENG_062_MZB_LO_3438"", ""ENG_062_MZB_LO_893"", ""ENG_062_MZB_LO_894"", ""ENG_062_MZB_LO_981"")","within_100m_to_1000m",5,22,2,22,1,"remove","remove","remove"
"184",744,"ENG_062_MZB_LO_3438","178977","BEANE",51.8593118947,-0.1138062426,2014,2023,10,9,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",757.954320862468,"c(""ENG_062_MZB_LO_3436"", ""ENG_062_MZB_LO_3437"", ""ENG_062_MZB_LO_3438"", ""ENG_062_MZB_LO_893"", ""ENG_062_MZB_LO_894"", ""ENG_062_MZB_LO_981"")","within_100m_to_1000m",5,22,2,22,1,"remove","remove","remove"
"185",745,"ENG_062_MZB_LO_3438","178977","BEANE",51.8593118947,-0.1138062426,2014,2023,10,9,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_3437"", ""ENG_062_MZB_LO_3438"", ""ENG_062_MZB_LO_3439"", ""ENG_062_MZB_LO_893"")","within_100m_to_1000m",4,22,1,22,1,"remove","remove","remove"
"186",745,"ENG_062_MZB_LO_3437","178976","BEANE",51.8633194926,-0.1231810912,2014,2023,10,9,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",757.954320862468,"c(""ENG_062_MZB_LO_3437"", ""ENG_062_MZB_LO_3438"", ""ENG_062_MZB_LO_3439"", ""ENG_062_MZB_LO_893"")","within_100m_to_1000m",4,22,1,22,1,"remove","remove","remove"
"187",745,"ENG_062_MZB_LO_3439","178978","BEANE",51.8533491901,-0.102569381,2014,2023,10,9,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",984.676625867815,"c(""ENG_062_MZB_LO_3437"", ""ENG_062_MZB_LO_3438"", ""ENG_062_MZB_LO_3439"", ""ENG_062_MZB_LO_893"")","within_100m_to_1000m",4,22,1,22,1,"remove","remove","remove"
"188",3,"ESP_034_MZB_LO_394","BC96","Deba",42.9816118,-2.5664562,2002,2022,21,8,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",350.874527179486,"c(""ESP_034_MZB_LO_394"", ""ESP_034_MZB_LO_7"")","within_100m_to_1000m",2,35,1,25,1,"remove","remove","remove"
"189",4,"ESP_034_MZB_LO_9","Gip17","Deba",43.04714,-2.49928,2000,2012,13,13,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",0,"c(""ESP_034_MZB_LO_10"", ""ESP_034_MZB_LO_9"")","within_100m_to_1000m",2,35,1,25,1,"remove","remove","remove"
"190",7,"ESP_034_MZB_LO_13","Gip20","Deba",43.12391,-2.420182,2006,2016,11,11,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",0,"c(""ESP_034_MZB_LO_13"", ""ESP_034_MZB_LO_14"", ""ESP_034_MZB_LO_352"", ""ESP_034_MZB_LO_52"", ""ESP_034_MZB_LO_97"")","within_100m_to_1000m",5,35,1,31,1,"remove","remove","remove"
"191",7,"ESP_034_MZB_LO_52","Gip56","Deba",43.12867,-2.426197,1998,2021,24,22,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",701.814352087399,"c(""ESP_034_MZB_LO_13"", ""ESP_034_MZB_LO_14"", ""ESP_034_MZB_LO_352"", ""ESP_034_MZB_LO_52"", ""ESP_034_MZB_LO_97"")","within_100m_to_1000m",5,35,1,31,1,"remove","remove","remove"
"192",7,"ESP_034_MZB_LO_97","103000537","Deba",43.1268631,-2.4273828,2009,2019,11,9,"first call; data Ellen used","Spain","Aitor Larrañaga","ESP_034_MZB_LO",654.080147807659,"c(""ESP_034_MZB_LO_13"", ""ESP_034_MZB_LO_14"", ""ESP_034_MZB_LO_352"", ""ESP_034_MZB_LO_52"", ""ESP_034_MZB_LO_97"")","within_100m_to_1000m",5,35,1,31,1,"remove","remove","remove"
"193",7,"ESP_034_MZB_LO_352","BC37","Deba",43.1268631,-2.4273828,2009,2021,13,11,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",654.080147807659,"c(""ESP_034_MZB_LO_13"", ""ESP_034_MZB_LO_14"", ""ESP_034_MZB_LO_352"", ""ESP_034_MZB_LO_52"", ""ESP_034_MZB_LO_97"")","within_100m_to_1000m",5,35,1,31,1,"remove","remove","remove"
"194",9,"ESP_034_MZB_LO_176","103000616","Deba",43.1778603,-2.4190195,2007,2019,13,13,"first call; data Ellen used","Spain","Aitor Larrañaga","ESP_034_MZB_LO",475.685660074362,"c(""ESP_034_MZB_LO_15"", ""ESP_034_MZB_LO_176"", ""ESP_034_MZB_LO_313"")","within_100m_to_1000m",3,29,1,27,1,"remove","remove","remove"
"195",9,"ESP_034_MZB_LO_313","BC146","Deba",43.1778603,-2.4190195,2007,2021,15,15,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",475.685660074362,"c(""ESP_034_MZB_LO_15"", ""ESP_034_MZB_LO_176"", ""ESP_034_MZB_LO_313"")","within_100m_to_1000m",3,29,1,27,1,"remove","remove","remove"
"196",10,"ESP_034_MZB_LO_105","103000545","Ego",43.1891977,-2.4519425,1993,2019,27,25,"first call; data Ellen used","Spain","Aitor Larrañaga","ESP_034_MZB_LO",804.107408438136,"c(""ESP_034_MZB_LO_105"", ""ESP_034_MZB_LO_20"", ""ESP_034_MZB_LO_360"")","within_100m_to_1000m",2,29,1,27,1,"remove","remove","remove"
"197",12,"ESP_034_MZB_LO_26","Gip32","Oiartzun",43.31027562,-1.88159135,1999,2021,23,18,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",0,"c(""ESP_034_MZB_LO_109"", ""ESP_034_MZB_LO_26"", ""ESP_034_MZB_LO_35"", ""ESP_034_MZB_LO_366"")","within_100m_to_1000m",4,35,1,32,1,"remove","remove","remove"
"198",12,"ESP_034_MZB_LO_109","103000549","Oiartzun",43.3033912,-1.8853049,1993,2019,27,27,"first call; data Ellen used","Spain","Aitor Larrañaga","ESP_034_MZB_LO",800.348192917368,"c(""ESP_034_MZB_LO_109"", ""ESP_034_MZB_LO_26"", ""ESP_034_MZB_LO_35"", ""ESP_034_MZB_LO_366"")","within_100m_to_1000m",4,35,1,32,1,"remove","remove","remove"
"199",13,"ESP_034_MZB_LO_133","103000573","Ibaieder",43.1733514,-2.2561423,2002,2019,18,18,"first call; data Ellen used","Spain","Aitor Larrañaga","ESP_034_MZB_LO",611.182452652941,"c(""ESP_034_MZB_LO_133"", ""ESP_034_MZB_LO_28"", ""ESP_034_MZB_LO_388"")","within_100m_to_1000m",2,21,1,21,1,"remove","remove","remove"
"200",14,"ESP_034_MZB_LO_29","Gip35","Urumea",43.25962,-1.94499,1987,2017,31,23,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",0,"c(""ESP_034_MZB_LO_29"", ""ESP_034_MZB_LO_71"")","within_100m_to_1000m",2,36,1,33,1,"remove","remove","remove"
"201",15,"ESP_034_MZB_LO_74","Gip8","Oiartzun",43.28399,-1.818153,1996,2021,26,24,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",106.556943243836,"c(""ESP_034_MZB_LO_152"", ""ESP_034_MZB_LO_283"", ""ESP_034_MZB_LO_31"", ""ESP_034_MZB_LO_74"")","within_100m_to_1000m",4,35,1,25,1,"remove","remove","remove"
"202",15,"ESP_034_MZB_LO_152","103000592","Oiartzun",43.2813632,-1.8203729,2002,2016,15,8,"first call; data Ellen used","Spain","Aitor Larrañaga","ESP_034_MZB_LO",228.50746831896,"c(""ESP_034_MZB_LO_152"", ""ESP_034_MZB_LO_283"", ""ESP_034_MZB_LO_31"", ""ESP_034_MZB_LO_74"")","within_100m_to_1000m",4,35,1,25,1,"remove","remove","remove"
"203",15,"ESP_034_MZB_LO_283","BC115","Oiartzun",43.2813632,-1.8203729,2002,2022,21,10,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",228.50746831896,"c(""ESP_034_MZB_LO_152"", ""ESP_034_MZB_LO_283"", ""ESP_034_MZB_LO_31"", ""ESP_034_MZB_LO_74"")","within_100m_to_1000m",4,35,1,25,1,"remove","remove","remove"
"204",16,"ESP_034_MZB_LO_33","Gip39","Oiartzun",43.30039,-1.874856,1987,2021,35,25,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",0,"c(""ESP_034_MZB_LO_109"", ""ESP_034_MZB_LO_33"", ""ESP_034_MZB_LO_366"")","within_100m_to_1000m",3,35,1,25,1,"keep","keep","remove"
"205",16,"ESP_034_MZB_LO_109","103000549","Oiartzun",43.3033912,-1.8853049,1993,2019,27,27,"first call; data Ellen used","Spain","Aitor Larrañaga","ESP_034_MZB_LO",886.991224957657,"c(""ESP_034_MZB_LO_109"", ""ESP_034_MZB_LO_33"", ""ESP_034_MZB_LO_366"")","within_100m_to_1000m",3,35,1,25,1,"remove","remove","remove"
"206",18,"ESP_034_MZB_LO_336","BC174","O√±ati",43.0646151,-2.4425529,1997,2022,26,26,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",412.169349760524,"c(""ESP_034_MZB_LO_195"", ""ESP_034_MZB_LO_336"", ""ESP_034_MZB_LO_37"")","within_100m_to_1000m",1,26,1,26,1,"keep","keep","remove"
"207",19,"ESP_034_MZB_LO_170","103000610","Deba",43.0814872,-2.4474737,2002,2019,18,18,"first call; data Ellen used","Spain","Aitor Larrañaga","ESP_034_MZB_LO",172.950157993354,"c(""ESP_034_MZB_LO_11"", ""ESP_034_MZB_LO_170"", ""ESP_034_MZB_LO_305"", ""ESP_034_MZB_LO_38"")","within_100m_to_1000m",4,35,2,25,2,"remove","remove","remove"
"208",19,"ESP_034_MZB_LO_305","BC137","Deba",43.0814872,-2.4474737,2002,2021,20,20,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",172.950157993354,"c(""ESP_034_MZB_LO_11"", ""ESP_034_MZB_LO_170"", ""ESP_034_MZB_LO_305"", ""ESP_034_MZB_LO_38"")","within_100m_to_1000m",4,35,2,25,2,"remove","remove","remove"
"209",20,"ESP_034_MZB_LO_174","103000614","Oria",43.0217141,-2.2418122,2004,2019,16,16,"first call; data Ellen used","Spain","Aitor Larrañaga","ESP_034_MZB_LO",764.439420509321,"c(""ESP_034_MZB_LO_174"", ""ESP_034_MZB_LO_311"", ""ESP_034_MZB_LO_40"")","within_100m_to_1000m",3,33,1,31,1,"remove","remove","remove"
"210",20,"ESP_034_MZB_LO_311","BC143","Oria",43.0217141,-2.2418122,2004,2022,19,19,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",764.439420509321,"c(""ESP_034_MZB_LO_174"", ""ESP_034_MZB_LO_311"", ""ESP_034_MZB_LO_40"")","within_100m_to_1000m",3,33,1,31,1,"remove","remove","remove"
"211",21,"ESP_034_MZB_LO_42","Gip47","Oria",43.04932,-2.209168,2003,2016,14,14,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",0,"c(""ESP_034_MZB_LO_25"", ""ESP_034_MZB_LO_348"", ""ESP_034_MZB_LO_42"", ""ESP_034_MZB_LO_93"")","within_100m_to_1000m",2,26,1,24,1,"remove","remove","remove"
"212",21,"ESP_034_MZB_LO_93","103000533","Estanda",43.0504046,-2.2191363,2002,2019,18,18,"first call; data Ellen used","Spain","Aitor Larrañaga","ESP_034_MZB_LO",799.822465732361,"c(""ESP_034_MZB_LO_25"", ""ESP_034_MZB_LO_348"", ""ESP_034_MZB_LO_42"", ""ESP_034_MZB_LO_93"")","within_100m_to_1000m",2,21,1,21,1,"remove","remove","remove"
"213",22,"ESP_034_MZB_LO_159","103000599","Oria",43.0573502,-2.1733788,2007,2019,13,13,"first call; data Ellen used","Spain","Aitor Larrañaga","ESP_034_MZB_LO",979.189901583896,"c(""ESP_034_MZB_LO_159"", ""ESP_034_MZB_LO_291"", ""ESP_034_MZB_LO_43"")","within_100m_to_1000m",3,35,1,31,1,"remove","remove","remove"
"214",22,"ESP_034_MZB_LO_291","BC122","Oria",43.0573502,-2.1733788,2007,2022,16,15,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",979.189901583896,"c(""ESP_034_MZB_LO_159"", ""ESP_034_MZB_LO_291"", ""ESP_034_MZB_LO_43"")","within_100m_to_1000m",3,35,1,31,1,"remove","remove","remove"
"215",24,"ESP_034_MZB_LO_127","103000567","Oria",43.1668333,-2.0715202,1993,2019,27,16,"first call; data Ellen used","Spain","Aitor Larrañaga","ESP_034_MZB_LO",279.653252596884,"c(""ESP_034_MZB_LO_127"", ""ESP_034_MZB_LO_48"")","within_100m_to_1000m",2,35,1,32,1,"remove","remove","remove"
"216",25,"ESP_034_MZB_LO_135","103000575","Oria",43.2711862,-2.056947,2002,2019,18,17,"first call; data Ellen used","Spain","Aitor Larrañaga","ESP_034_MZB_LO",380.807978375228,"c(""ESP_034_MZB_LO_135"", ""ESP_034_MZB_LO_390"", ""ESP_034_MZB_LO_50"")","within_100m_to_1000m",3,35,1,32,1,"remove","remove","remove"
"217",25,"ESP_034_MZB_LO_390","BC92","Oria",43.2711862,-2.056947,2002,2021,20,19,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",380.807978375228,"c(""ESP_034_MZB_LO_135"", ""ESP_034_MZB_LO_390"", ""ESP_034_MZB_LO_50"")","within_100m_to_1000m",3,35,1,32,1,"remove","remove","remove"
"218",27,"ESP_034_MZB_LO_4","Gip12","Urola",43.01862,-2.333612,1996,2021,26,24,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",536.293114538163,"c(""ESP_034_MZB_LO_100"", ""ESP_034_MZB_LO_354"", ""ESP_034_MZB_LO_4"", ""ESP_034_MZB_LO_54"")","within_100m_to_1000m",4,35,1,25,1,"remove","remove","remove"
"219",27,"ESP_034_MZB_LO_100","103000540","Urola",43.0067008,-2.3295061,2002,2018,17,11,"first call; data Ellen used","Spain","Aitor Larrañaga","ESP_034_MZB_LO",794.606001291713,"c(""ESP_034_MZB_LO_100"", ""ESP_034_MZB_LO_354"", ""ESP_034_MZB_LO_4"", ""ESP_034_MZB_LO_54"")","within_100m_to_1000m",4,35,1,25,1,"remove","remove","remove"
"220",27,"ESP_034_MZB_LO_354","BC39","Urola",43.0067008,-2.3295061,2002,2020,19,12,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",794.606001291713,"c(""ESP_034_MZB_LO_100"", ""ESP_034_MZB_LO_354"", ""ESP_034_MZB_LO_4"", ""ESP_034_MZB_LO_54"")","within_100m_to_1000m",4,35,1,25,1,"remove","remove","remove"
"221",28,"ESP_034_MZB_LO_137","103000577","Urola",43.0725695,-2.3305818,1997,2019,23,22,"first call; data Ellen used","Spain","Aitor Larrañaga","ESP_034_MZB_LO",223.468616234975,"c(""ESP_034_MZB_LO_137"", ""ESP_034_MZB_LO_392"", ""ESP_034_MZB_LO_57"")","within_100m_to_1000m",3,31,1,25,1,"remove","remove","remove"
