"name","taxon","aqem","gen","sp","spear_yes","spear_no","mod_holo","mod_mero","tachalt_low","tachalt_pie","tachalt_alt","tachaqua_egg","tachaqua_larva","tachaqua_nymph","tachaqua_adult","current_lib","current_lip","current_lrp","current_rlp","current_rhp","current_rhb","current_ind","tachcurr_null","tachcurr_slow","tachcurr_medium","tachcurr_fast","tachdisp_aquapass","tachdisp_aquaact","tachdisp_aerpass","tachdisp_aeract","tachfeed_abs","tachfeed_dpf","tachfeed_shr","tachfeed_scr","tachfeed_fif","tachfeed_pie","tachfeed_pre","tachfeed_par","feeding_gra","feeding_min","feeding_xyl","feeding_shr","feeding_gat","feeding_aff","feeding_pff","feeding_pre","feeding_par","feeding_oth","tachfood_mior","tachfood_detl1","tachfood_dpg1","tachfood_limi","tachfood_lima","tachfood_dag1","tachfood_lmic","tachfood_lmac","tachfood_vert","tachlifedur_less1","tachlifedur_gr1","tachloco_flr","tachloco_ssw","tachloco_wsw","tachloco_crw","tachloco_bur","tachloco_int","tachloco_tat","tachloco_pat","locomotion_sws","locomotion_swd","locomotion_bub","locomotion_spw","locomotion_ses","locomotion_oth","tachlongdist_cr","tachlongdist_er","tachlongdist_mr","tachlongdist_hr","tachlongdist_ep","tachlongdist_mp","tachlongdist_est","tachlongdist_out","tachsize_less0.25","tachsize_0.25to0.5","tachsize_0.5to1","tachsize_1to2","tachsize_2to4","tachsize_4to8","tachsize_gr8","microhab_arg","microhab_pel","microhab_psa","microhab_aka","microhab_lit","microhab_phy","microhab_pom","microhab_oth","tachph_less4","tachph_4to4.5","tachph_4.5to5","tachph_5to5.5","tachph_5.5to6","tachph_gr6","tachrepcyc_less1","tachrepcyc_one","tachrepcyc_gr1","tachrepro_ovo","tachrepro_fie","tachrepro_cie","tachrepro_fic","tachrepro_frc","tachrepro_vec","tachrepro_tec","tachrepro_ase","tachresist_egg","tachresist_coc","tachresist_hou","tachresist_did","tachresist_non","tachrespir_teg","tachrespir_gil","tachrespir_pls","tachrespir_spi","tachrespir_ves","tachsal_frw","tachsal_brw","tachsap_x","tachsap_o","tachsap_b","tachsap_a","tachsap_p","streamzone_euc","streamzone_hyc","streamzone_erh","streamzone_mrh","streamzone_hrh","streamzone_epo","streamzone_mpo","streamzone_hpo","streamzone_lit","streamzone_pro","tachsub_fbcp","tachsub_grvl","tachsub_sand","tachsub_silt","tachsub_macp","tachsub_micp","tachsub_twro","tachsub_odli","tachsub_mud","tachtemp_psy","tachtemp_the","tachtemp_eut","tachtransdist_rich","tachtransdist_bcsa","tachtransdist_ppdsa","tachtransdist_mapb","tachtransdist_tmpw","tachtransdist_lake","tachtransdist_gw","tachtroph_oli","tachtroph_meso","tachtroph_eu","adspan_less1wk","adspan_gr1wk","adspan_gr1mon","adspan_gr1yr","fmwing_less5","fmwing_5to10","fmwing_10to15","fmwing_15to20","fmwing_20to30","fmwing_30to40","fmwing_40to50","fmwing_gr50","wingpair_no","wingpair_1halt","wingpair_1hind","wingpair_1elhe","wingpair_2","fecund_less100","fecund_100to1000","fecund_1000to3000","fecund_gr3000","drift_rare","drift_occ","drift_freq"
"AGABUS STURMII","AGABUS STURMII AD.",11704,"AGABUS","STURMII AD.",0,1,1,0,3,2,1,3,3,0,2,0,1,0,0,0,0,0,3,1,0,0,1,1,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,3,1,0,3,1,0,3,3,0,0,0,0,0,10,0,0,0,0,0,1,2,3,2,1,0,3,0,0,1,3,0,0,0,0,5,0,0,0,0,5,0,1,1,2,3,3,3,0,3,1,0,0,0,3,0,1,0,0,0,0,0,0,3,1,0,0,3,0,3,1,0,3,3,2,0,0,0,0,0,0,0,0,0,10,0,0,1,1,1,3,0,0,3,3,0,0,3,0,1,2,2,1,2,0,1,3,3,0,0,3,1,0,3,1,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,1,0
"AGABUS UNDULATUS","AGABUS UNDULATUS AD.",11663,"AGABUS","UNDULATUS AD.",0,1,1,0,3,2,1,3,3,0,2,0,1,0,0,0,0,0,3,1,0,0,1,1,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,3,1,0,3,1,0,3,3,0,0,0,0,0,7,0,1,0,2,0,1,2,3,2,1,0,3,0,0,1,3,0,0,0,0,0,0,0,0,10,0,0,1,1,2,3,3,3,0,3,1,0,0,0,3,0,1,0,0,0,0,0,0,3,1,0,0,3,0,3,1,0,3,3,2,0,0,0,0,0,0,0,2,0,8,0,0,1,1,1,3,0,0,3,3,0,0,3,0,1,2,2,1,2,0,1,3,3,0,0,3,1,0,3,1,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,1,0
"AGAPETINAE GEN. SP.","AGAPETINAE GEN. SP.",19090,"AGAPETINAE","GEN. SP.",1,0,0,1,2.5,2.25,0.5,3,3,3,0,0,0,0,0,1,0,0,0,1.75,2,0.5,1,1.6,1,1,0,0.25,0,3,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0.75,0,5,0,0,0,0,0,3,0.2,0,0,0,2,0,0,2.5,0,0,0,0,3,7,0,1.75,3.25,1.5,2,0.5,0.25,0,0.5,0,0,3,0.2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.333333333333333,1.33333333333333,3,0.2,2.8,0.4,0,0,0,3,0,0,0,0,0,1,0,1,1,3,0,0,0,0,3,0,1.66666666666667,2,1.33333333333333,0,0,3.17021276595745,2,1.91489361702128,1.57446808510638,1.06382978723404,0.276595744680851,0,0,0,0,5,0.75,0.5,0,0.25,1.25,0,0.25,0,1.75,0,1.5,3.75,1.5,0,0.25,0.25,0.25,0,3,0.5,0,1.66666666666667,3,0,0,2,2.25,0,0,0,0,0,0,0,0,0,0,3,1.33333333333333,2.66666666666667,0.333333333333333,0,3,0.25,0
"AGAPETUS FUSCIPES","AGAPETUS FUSCIPES",4251,"AGAPETUS","FUSCIPES",1,0,0,1,3,1,1,3,3,3,0,0,0,0,0,1,0,0,0,2,2,1,1,2,1,1,0,1,0,3,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,1,0,5,0,0,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,3,7,0,1,4,2,4,1,0,0,1,0,0,3,0,0,0,0,0,0,1,3,6,0,0,0,0,0,0,1,3,3,0,3,1,0,0,0,3,0,0,0,0,0,2,0,2,0,3,0,0,0,0,3,0,2,3,3,0,0,6,3,1,0,0,0,0,0,0,0,5,2,1,0,1,0,0,1,0,1,0,3,3,2,0,0,1,1,0,3,1,0,2,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,3,1,0
"AGAPETUS OCHRIPES","AGAPETUS OCHRIPES",4253,"AGAPETUS","OCHRIPES",1,0,0,1,3,1,1,3,3,3,0,0,0,0,0,1,0,0,0,2,2,1,1,2,1,1,0,1,0,3,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,1,0,5,0,0,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,3,7,0,1,4,2,4,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,3,3,0,3,1,0,0,0,3,0,0,0,0,0,2,0,2,0,3,0,0,0,0,3,0,2,3,3,0,0,0,0,1,7,2,0,0,0,0,0,5,2,1,0,1,0,0,1,0,1,0,3,3,2,0,0,1,1,0,3,1,0,2,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,3,1,0
"AGAPETUS SP.","AGAPETUS SP.",4254,"AGAPETUS","SP.",1,0,0,1,3,1,1,3,3,3,0,0,0,0,0,1,0,0,0,2,2,1,1,2,1,1,0,1,0,3,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,1,0,5,0,0,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,3,7,0,1,4,2,4,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,3,3,0,3,1,0,0,0,3,0,0,0,0,0,2,0,2,0,3,0,0,0,0,3,0,2,3,3,0,0,2.35714285714286,2.42857142857143,1.14285714285714,1.85714285714286,1.64285714285714,0.571428571428571,0,0,0,0,5,2,1,0,1,0,0,1,0,1,0,3,3,2,0,0,1,1,0,3,1,0,2,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,3,1,0
"AGRAYLEA MULTIPUNCTATA","AGRAYLEA MULTIPUNCTATA",4255,"AGRAYLEA","MULTIPUNCTATA",1,0,0,1,1,0,0,3,3,3,0,1,0,0,0,0,0,0,3,3,0,0,1,1,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,2,4,0,0,0,0,3,0,0,0,1,3,0,0,1,0,0,0,0,8,0,2,0,0,0,1,2,3,1,3,0,3,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,1,0,1,3,3,0,0,0,0,0,0,0,0,0,10,0,1,0,1,0,5,1,2,1,1,0.2,0.6,1.8,1,2,3,0,0,3,0,3,2,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,3,1,0
"AGRAYLEA SEXMACULATA","AGRAYLEA SEXMACULATA",4256,"AGRAYLEA","SEXMACULATA",1,0,0,1,1,0,0,3,3,3,0,1,0,0,0,0,0,0,3,3,0,0,1,1,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,2,4,0,0,0,0,3,0,0,0,1,3,0,0,1,0,0,0,0,8,0,2,0,0,0,1,2,3,1,3,0,3,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,1,0,1,3,3,0,0,0,0,0,0,0,0,0,10,0,1,0,1,0,5,1,2,1,1,0.2,0.6,1.8,1,2,3,0,0,3,0,3,2,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,3,1,0
"AGRAYLEA SP.","AGRAYLEA SP.",4257,"AGRAYLEA","SP.",1,0,0,1,1,0,0,3,3,3,0,1,0,0,0,0,0,0,3,3,0,0,1,1,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,2,4,0,0,0,0,3,0,0,0,1,3,0,0,1,0,0,0,0,8,0,2,0,0,0,1,2,3,1,3,0,3,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,1,0,1,3,3,0,0,0,0,0,0,0,0,0,10,0,1,0,1,0,5,1,2,1,1,0.2,0.6,1.8,1,2,3,0,0,3,0,3,2,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,3,1,0
"AGRIOTYPINAE GEN. SP.","AGRIOTYPINAE GEN. SP.",16893,"AGRIOTYPINAE","GEN. SP.",NA,NA,1,0,3,1,0,3,3,3,1,0,0,0,0,1,0,0,0,2,2,2,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,3,0,0,0,1,0,0,0,1,3,NA,NA,NA,NA,NA,NA,1,2,2,2,1,0,0,1,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,0,0,0,0,0,0,0,0,3,3,1,0,0,0,1,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,3,0,0,0,NA,NA,NA
"AGRIOTYPUS ARMATUS","AGRIOTYPUS ARMATUS",16890,"AGRIOTYPUS","ARMATUS",NA,NA,1,0,3,1,0,3,3,3,1,0,0,0,0,1,0,0,0,2,2,2,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,3,0,0,0,1,0,0,0,1,3,NA,NA,NA,NA,NA,NA,1,2,2,2,1,0,0,1,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,0,0,0,0,0,0,0,0,3,3,1,0,0,0,1,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,3,0,0,0,NA,NA,NA
"AGRIOTYPUS SP.","AGRIOTYPUS SP.",16891,"AGRIOTYPUS","SP.",NA,NA,1,0,3,1,0,3,3,3,1,0,0,0,0,1,0,0,0,2,2,2,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,3,0,0,0,1,0,0,0,1,3,NA,NA,NA,NA,NA,NA,1,2,2,2,1,0,0,1,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,0,0,0,0,0,0,0,0,3,3,1,0,0,0,1,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,3,0,0,0,NA,NA,NA
"AGRYPNIA OBSOLETA","AGRYPNIA OBSOLETA",4258,"AGRYPNIA","OBSOLETA",1,0,0,1,3,1,0,3,3,3,0,0,1,0,0,0,0,0,3,2,0,0,1,3,1,2,0,0,3,1,0,0,1,0,0,0,0,3,1,0,0,6,0,0,0,0,1,3,1,1,2,4,0,2,3,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,1,4,0,0,0,1,3,0,0,0,2,0,0,0,5,3,0,2,3,3,3,2,2,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,2,3,0,0,0,3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,3,0,2,2,0,0,0,3,0,1,3,2,2,3,0,2,2,1,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,3,0.333333333333333,0,3,0,0
"AGRYPNIA PAGETANA","AGRYPNIA PAGETANA",4259,"AGRYPNIA","PAGETANA",1,0,0,1,3,1,0,3,3,3,0,1,0,0,0,0,0,0,3,2,0,0,1,3,1,2,0,0,3,1,0,0,1,0,0,0,0,3,1,0,0,6,0,0,0,0,1,3,1,1,2,4,0,2,3,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,1,4,0,0,0,1,3,0,0,0,2,0,0,0,5,3,0,2,3,3,3,2,2,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,2,3,0,0,0,3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,3,0,2,2,0,0,0,3,0,1,3,2,2,3,0,2,2,1,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,3,0.333333333333333,0,3,0,0
"AGRYPNIA SP.","AGRYPNIA SP.",8864,"AGRYPNIA","SP.",1,0,0,1,3,1,0,3,3,3,0,1,0,0,0,0,0,0,3,2,0,0,1,3,1,2,0,0,3,1,0,0,1,0,0,0,0,3,1,0,0,6,0,0,0,0,1,3,1,1,2,4,0,2,3,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,1,4,0,0,0,1,3,0,0,0,2,0,0,0,5,3,0,2,3,3,3,2,2,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,2,3,0,0,0,3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,3,0,2,2,0,0,0,3,0,1,3,2,2,3,0,2,2,1,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,3,0.333333333333333,0,3,0,0
"AGRYPNIA VARIA","AGRYPNIA VARIA",4260,"AGRYPNIA","VARIA",1,0,0,1,3,1,0,3,3,3,0,1,0,0,0,0,0,0,3,2,0,0,1,3,1,2,0,0,3,1,0,0,1,0,0,0,0,3,1,0,0,6,0,0,0,0,1,3,1,1,2,4,0,2,3,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,1,4,0,0,0,1,3,0,0,0,2,0,0,0,5,3,0,2,3,3,3,2,2,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,2,3,0,0,0,3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,3,0,2,2,0,0,0,3,0,1,3,2,2,3,0,2,2,1,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,3,0.333333333333333,0,3,0,0
"ALBOGLOSSIPHONIA HETEROCLITA","ALBOGLOSSIPHONIA HETEROCLITA",4261,"ALBOGLOSSIPHONIA","HETEROCLITA",0,1,1,0,3,0,0,3,3,0,2.42857142857143,0,0,0,0,0,0,1,2.42857142857143,2.14285714285714,1,0.285714285714286,1.81818181818182,1,0.727272727272727,0,0,0,0,0,0,2.28571428571429,0,1.14285714285714,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1.71428571428571,1.42857142857143,0.7,2.3,0,0,0,3.42857142857143,0.285714285714286,0,1,0,0,0,0,10,0,0,0.428571428571429,0.428571428571429,1,0.857142857142857,1,1,0,2.85714285714286,0,0,0.545454545454545,1.54545454545455,1.18181818181818,0.272727272727273,0,0,0,0,0,5,5,0,0,0.142857142857143,0.285714285714286,0.428571428571429,0.857142857142857,1.42857142857143,2.85714285714286,0.0909090909090909,2.54545454545455,0.181818181818182,2,0,0,0.142857142857143,0.857142857142857,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0.857142857142857,0,0.285714285714286,2.28571428571429,1.57142857142857,0,0,0,0,0,1,3,2,1,2,1,2.85714285714286,0.428571428571429,0,0,4,0,0.142857142857143,1,0,0,0,3,0.714285714285714,2,2.71428571428571,0.285714285714286,0.142857142857143,2.28571428571429,0,0,1.71428571428571,0.714285714285714,0,0,1.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,2.4,1,0,0,3,0,0
"ALBOGLOSSIPHONIA HYALINA","ALBOGLOSSIPHONIA HYALINA",7856,"ALBOGLOSSIPHONIA","HYALINA",0,1,1,0,3,0,0,3,3,0,2.42857142857143,1,0,0,0,0,0,0,2.42857142857143,2.14285714285714,1,0.285714285714286,1.81818181818182,1,0.727272727272727,0,0,0,0,0,0,2.28571428571429,0,1.14285714285714,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1.71428571428571,1.42857142857143,0.7,2.3,0,0,0,3.42857142857143,0.285714285714286,0,1,0,0,0,0,10,0,0,0.428571428571429,0.428571428571429,1,0.857142857142857,1,1,0,2.85714285714286,0,0,0.545454545454545,1.54545454545455,1.18181818181818,0.272727272727273,0,0,0,0,0,5,5,0,0,0.142857142857143,0.285714285714286,0.428571428571429,0.857142857142857,1.42857142857143,2.85714285714286,0.0909090909090909,2.54545454545455,0.181818181818182,2,0,0,0.142857142857143,0.857142857142857,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0.857142857142857,0,0.285714285714286,2.28571428571429,1.57142857142857,0,0,0,0,0,0,3,3,0,4,0,2.85714285714286,0.428571428571429,0,0,4,0,0.142857142857143,1,0,0,0,3,0.714285714285714,2,2.71428571428571,0.285714285714286,0.142857142857143,2.28571428571429,0,0,1.71428571428571,0.714285714285714,0,0,1.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,2.4,1,0,0,3,0,0
"ALBOGLOSSIPHONIA SP.","ALBOGLOSSIPHONIA SP.",8865,"ALBOGLOSSIPHONIA","SP.",0,1,1,0,3,0,0,3,3,0,2.42857142857143,0.5,0,0,0,0,0,0.5,2.42857142857143,2.14285714285714,1,0.285714285714286,1.81818181818182,1,0.727272727272727,0,0,0,0,0,0,2.28571428571429,0,1.14285714285714,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1.71428571428571,1.42857142857143,0.7,2.3,0,0,0,3.42857142857143,0.285714285714286,0,1,0,0,0,0,10,0,0,0.428571428571429,0.428571428571429,1,0.857142857142857,1,1,0,2.85714285714286,0,0,0.545454545454545,1.54545454545455,1.18181818181818,0.272727272727273,0,0,0,0,0,5,5,0,0,0.142857142857143,0.285714285714286,0.428571428571429,0.857142857142857,1.42857142857143,2.85714285714286,0.0909090909090909,2.54545454545455,0.181818181818182,2,0,0,0.142857142857143,0.857142857142857,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0.857142857142857,0,0.285714285714286,2.28571428571429,1.57142857142857,0,0,0,0,0,1,3,2,1,3,0,2.85714285714286,0.428571428571429,0,0,4,0,0.142857142857143,1,0,0,0,3,0.714285714285714,2,2.71428571428571,0.285714285714286,0.142857142857143,2.28571428571429,0,0,1.71428571428571,0.714285714285714,0,0,1.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,2.4,1,0,0,3,0,0
"ALBOGLOSSIPHONIA STRIATA","ALBOGLOSSIPHONIA STRIATA",20517,"ALBOGLOSSIPHONIA","STRIATA",0,1,1,0,3,0,0,3,3,0,2.42857142857143,0.5,0,0,0,0,0,0.5,2.42857142857143,2.14285714285714,1,0.285714285714286,1.81818181818182,1,0.727272727272727,0,0,0,0,0,0,2.28571428571429,0,1.14285714285714,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1.71428571428571,1.42857142857143,0.7,2.3,0,0,0,3.42857142857143,0.285714285714286,0,1,0,0,0,0,10,0,0,0.428571428571429,0.428571428571429,1,0.857142857142857,1,1,0,2.85714285714286,0,0,0.545454545454545,1.54545454545455,1.18181818181818,0.272727272727273,0,0,0,0,0,5,5,0,0,0.142857142857143,0.285714285714286,0.428571428571429,0.857142857142857,1.42857142857143,2.85714285714286,0.0909090909090909,2.54545454545455,0.181818181818182,2,0,0,0.142857142857143,0.857142857142857,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0.857142857142857,0,0.285714285714286,2.28571428571429,1.57142857142857,0,0,0,0,0,1,3,2,1,3,0,2.85714285714286,0.428571428571429,0,0,4,0,0.142857142857143,1,0,0,0,3,0.714285714285714,2,2.71428571428571,0.285714285714286,0.142857142857143,2.28571428571429,0,0,1.71428571428571,0.714285714285714,0,0,1.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,2.4,1,0,0,3,0,0
"ALLOGAMUS AURICOLLIS","ALLOGAMUS AURICOLLIS",4264,"ALLOGAMUS","AURICOLLIS",1,0,0,1,2,3,1,3,3,3,0,0,0,0,0,1,0,0,0,3,2,2,0,2,0,3,0,0,3,1,0,0,1,0,3,0,0,2,0,0,3,2,0,0,0,0,3,2,1,0,0,2,0,3,0,0,0,0,5,0,0,0,0,0,0,0,7,3,0,1,3,4,1,1,1,0,0,0,0,0,1,3,0,0,0,0,2,0,6,0,2,0,0,0,1,3,3,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,0,0,0,3,0,2,3,2,1,0,0,2,3,3,2,0,0,0,0,0,3,2,0,0,0,0,0,3,1,1,0,2,2,1,0,0,0,0,0,2,1,0,0,3,1,0,0,0,1,3,1,0,0,0,0,0,0,0,3,0,3,0,0,3,2,1
"ALLOTRICHIA PALLICORNIS","ALLOTRICHIA PALLICORNIS",4274,"ALLOTRICHIA","PALLICORNIS",1,0,0,1,3,1,0,3,3,3,0,0,0,0,0,1,0,0,0,3,2,1,1,1,1,1,0,1,0,3,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,3,0,0,0,0,3,0,0,1,0,0,0,0,7,3,0,0,2,2,3,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,3,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0.714285714285714,1.28571428571429,1.85714285714286,1,0,0,0,0,4,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0.2,0.6,1.8,3,0,1,0,0,1,0,0,1,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,1,0
"ALLOTRICHIA SP.","ALLOTRICHIA SP.",8866,"ALLOTRICHIA","SP.",1,0,0,1,3,1,0,3,3,3,0,0,0,0,0,1,0,0,0,3,2,1,1,1,1,1,0,1,0,3,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,3,0,0,0,0,3,0,0,1,0,0,0,0,7,3,0,0,2,2,3,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,3,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0.714285714285714,1.28571428571429,1.85714285714286,1,0,0,0,0,4,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0.2,0.6,1.8,3,0,1,0,0,1,0,0,1,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,1,0
"AMELETIDAE GEN. SP.","AMELETIDAE GEN. SP.",14627,"AMELETIDAE","GEN. SP.",1,0,0,1,2.5,1,0,3,3,0,0,0,0,0,0,1,0,0,1,3,1.5,0,1,3,1,2.66666666666667,0,1.5,1,2,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0.5,1.5,2,1.5,0,0,0,0,0,3,0,0,0,5,0.5,0,0,0,0,0,7,0,3,0,0,1.5,2,1,0,0,0,0,0.5,0,0,0,3,0,0,0,0,0,0.6,0.6,3,5.2,0.6,0,0,0.5,0.5,1,2,3,0,3,0,0,1,3,0,0,0,0,0,2,0,0,0,2,1,2,0,0,0,3,0,3,3,0,0,0,0,1,3,3,2,0,0,0,1,0,2,0.5,1,2,0,0,1,2,1.5,0,0,2.5,2.5,2.5,0,0,0,1,0,1.5,0.5,0.5,3,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,2,1,0,2,1,1
"AMELETUS INOPINATUS","AMELETUS INOPINATUS",4288,"AMELETUS","INOPINATUS",1,0,0,1,2,2,0,3,3,0,0,0,0,0,0,1,0,0,1,3,2,0,1,3,1,3,0,2,1,3,0,0,0,0,5,0,0,0,5,0,0,0,0,0,1,2,3,2,0,0,0,0,0,3,0,0,0,5,1,0,0,0,0,0,5,0,5,0,0,2,3,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,1,5,2,1,0,0,1,1,1,3,3,0,3,0,0,1,3,0,0,0,0,0,2,0,0,0,2,1,2,0,0,0,3,0,3,3,0,0,0,0,2,3,3,2,0,0,0,0,0,3,1,1,1,0,0,2,1,2,0,0,3,3,3,0,0,0,2,0,3,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,2,1,0,2,1,1
